datetime,open,high,low,close
2023-07-27 16:00:00,29292.0,29333.22,29083.85,29163.83
2023-07-27 20:00:00,29163.83,29238.0,29133.5,29222.78
2023-07-28 00:00:00,29222.78,29305.3,29188.15,29253.85
2023-07-28 04:00:00,29253.84,29266.0,29135.15,29140.8
2023-07-28 08:00:00,29140.79,29246.08,29123.12,29206.59
2023-07-28 12:00:00,29206.58,29542.22,2.927,29393.59
2023-07-28 16:00:00,29245.84,29332.11,29242.93,29316.0
2023-07-28 20:00:00,29316.0,29364.46,29284.68,29314.14
2023-07-29 00:00:00,29314.14,29396.15,29296.0,29371.89
2023-07-29 04:00:00,29371.9,29406.92,29295.0,29295.01
2023-07-29 08:00:00,29295.0,29330.55,29256.18,29267.16
2023-07-29 12:00:00,29267.16,29335.25,29261.87,29292.34
2023-07-29 16:00:00,29292.34,29349.62,29290.6,29338.02
2023-07-29 20:00:00,29338.03,29380.92,29338.02,29352.9
2023-07-30 00:00:00,29352.9,29352.92,29306.03,29314.92
2023-07-30 04:00:00,29314.93,29331.98,29268.65,29294.31
2023-07-30 08:00:00,29294.3,29326.47,29232.22,29314.0
2023-07-30 12:00:00,29314.0,29449.0,29278.38,29349.37
2023-07-30 16:00:00,29349.36,29405.66,29113.51,29202.28
2023-07-30 20:00:00,29202.28,29284.0,29033.24,29281.09
2023-07-31 00:00:00,29281.09,29530.0,29264.0,29421.99
2023-07-31 04:00:00,29422.0,29443.68,29360.66,29373.61
2023-07-31 08:00:00,29373.62,29420.06,2.9398,29405.99
2023-07-31 12:00:00,29405.99,29473.97,29225.97,29247.98
2023-07-31 16:00:00,29247.99,29274.99,29101.8,29157.48
2023-07-31 20:00:00,29157.49,29295.24,29115.64,29232.25
2023-08-01 00:00:00,29232.26,29347.16,28720.0,28835.0
2023-08-01 04:00:00,28835.01,28970.81,28803.5,28937.3
2023-08-01 08:00:00,28937.31,28995.59,28862.18,28862.19
2023-08-01 12:00:00,28862.19,28980.0,2.8936,2.8954
2023-08-01 16:00:00,28953.99,29335.0,28864.01,29274.41
2023-08-01 20:00:00,29274.42,29739.25,2.9204,29705.99
2023-08-02 00:00:00,29705.99,30047.5,29622.5,29632.96
2023-08-02 04:00:00,29632.96,29719.77,29564.0,29577.26
2023-08-02 08:00:00,29577.25,29577.26,29378.62,29562.49
2023-08-02 12:00:00,29562.49,29603.8,29169.04,29321.4
2023-08-02 16:00:00,29321.39,29364.0,2.9265,29151.56
2023-08-02 20:00:00,29151.57,29233.06,29066.35,29186.01
2023-08-03 00:00:00,29186.0,29275.8,2.9197,29182.14
2023-08-03 04:00:00,29182.13,29192.0,2.905,29044.17
2023-08-03 08:00:00,29044.16,29197.78,28968.0,29146.01
2023-08-03 12:00:00,29146.01,29433.33,29078.43,29259.07
2023-08-03 16:00:00,29259.07,29368.86,29137.55,29281.32
2023-08-03 20:00:00,29281.32,29361.14,29165.46,29193.64
2023-08-04 00:00:00,29193.65,29251.68,29100.0,29161.29
2023-08-04 04:00:00,29161.28,29253.02,29134.7,29212.92
2023-08-04 08:00:00,29212.91,29263.52,29137.0,29167.51
