strategy,fingerprint,commit,asset,timeframe,train_end,run_date,trade_no,window,direction,entry_time,entry_price_raw,entry_price_fill,exit_time,exit_price_raw,exit_price_fill,exit_reason,bars_held,atr_at_entry,stop_loss,take_profit,size_units,position_value,equity_at_entry,gross_pnl,fees_paid,slippage_paid,costs_paid,net_pnl,return_pct,gross_return_pct,equity_after,regime_at_entry,regime_adx,regime_entropy
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,21,train,short,2024-06-10 12:00:00,69473.89062,69439.15367469001,2024-06-10 12:00:00,69840.6740435293,69875.59438055106,stop,1,267.6802458928588,69840.6740435293,68903.7931829043,0.03629865576049007,2520.547935537342,10082.191742149367,-13.313745229344008,5.056938082016599,2.5284657125716308,7.585403794588229,-20.89914902393224,-0.0020728775605964485,-0.001320520931345204,10061.292593125436,Ranging,23.409028446091035,1.8829581444119774
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,22,train,long,2024-07-01 20:00:00,63177.23047,63208.819085235,2024-07-02 12:00:00,62367.04411391357,62335.86059185662,stop,5,561.1833142142854,62367.04411391357,64331.18571366357,0.03979386396840493,2515.323148281359,10061.292593125436,-32.24044564316105,4.995907905027155,2.497945892402093,7.4938537974292485,-39.7342994405903,-0.003949224125311642,-0.003204403941615805,10021.558293684846,Chaotic,24.21766933441175,1.9681859572485454
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,23,train,short,2024-07-04 16:00:00,58058.82812,58029.798705940004,2024-07-05 00:00:00,55964.91589265429,55992.89835060061,target,3,1032.441406642857,59578.46081590429,55964.91589265429,0.043174190317581726,2505.3895734212115,10021.558293684846,90.40296501173516,4.92283762324305,2.4614414123623902,7.384279035605441,83.01868597612972,0.00828400968624256,0.009020849089777107,10104.576979660975,Chaotic,34.92622402153099,1.971166198911808
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,24,train,long,2024-07-11 16:00:00,57451.98047,57480.706460235,2024-07-13 20:00:00,59364.19920480643,59334.517105204024,target,14,941.7463722857137,56068.086901806426,59364.19920480643,0.04394768958977259,2526.1442449152437,10104.576979660975,84.03759538502045,5.133759184613802,2.566900601705669,7.700659786319471,76.33693559870098,0.007554688905073016,0.008316785111754382,10180.913915259676,Ranging,14.014021253416049,1.9076296617738244
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,25,train,short,2024-07-26 00:00:00,65830.11719,65797.202131405,2024-07-26 00:00:00,67189.16948711929,67222.76407186284,stop,1,927.9782371428586,67189.16948711929,63941.24565711929,0.03868292870161544,2545.228478814919,10180.913915259676,-52.572123111231946,5.145601868532305,2.572787791234923,7.718389659767228,-60.29051277099917,-0.005921915583691623,-0.005163792126012788,10120.623402488676,Chaotic,21.538490820209162,1.9877126068417783
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,26,train,long,2024-07-28 08:00:00,67520.79688,67554.55727843998,2024-07-29 00:00:00,69402.35080658284,69367.64963117955,target,5,923.8967640714285,66168.71213233285,69402.35080658284,0.03745351834952618,2530.155850622169,10120.623402488676,70.47081451489346,5.128218388947055,2.564126812176596,7.6923452011236515,62.77846931376981,0.006203023945968831,0.006963090287260821,10183.401871802445,Chaotic,26.085626285943746,1.9908169833482607
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,27,train,short,2024-08-01 08:00:00,64334.0,64301.833000000006,2024-08-01 16:00:00,62476.63489750001,62507.873214948755,target,3,912.5990512499993,65670.731576875,62476.63489750001,0.03959219122028156,2545.8504679506113,10183.401871802445,73.53715430405758,5.020674137049979,2.5103554528132435,7.5310295898632225,66.00612471419436,0.006481736215965656,0.007221275879102827,10249.40799651664,Chaotic,33.12698257023299,1.9801892468646785
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,28,train,long,2024-08-10 12:00:00,60931.23047,60961.696085235,2024-08-11 20:00:00,59270.102054235,59240.46700320789,stop,9,1127.7293540000007,59270.102054235,63217.154793235,0.04203216386149343,2562.35199912916,10249.40799651664,-69.8208217664175,5.052357015439389,2.5261610525141407,7.57851806795353,-77.39933983437102,-0.007551591258800111,-0.00681218093670842,10172.008656682268,Trending,27.468705378224104,1.6914704257387885
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,29,train,short,2024-08-15 20:00:00,57042.10156,57013.58050922,2024-08-16 16:00:00,58806.60283129143,58836.00613270707,stop,6,1195.3482147142859,58806.60283129143,54622.88407979143,0.044603446081751055,2543.002164170567,10172.008656682268,-78.70283731522827,5.167290791376341,2.583625719978812,7.750916511355153,-86.45375382658342,-0.008499182093183691,-0.007737197241129581,10085.554902855685,Ranging,15.820720519448312,1.8592032835112098
ma-cross-20-50,3ae81a2303c0,0d633c5,BTC-USD,4h,2025-10-01 00:00:00,2026-07-26,30,train,long,2024-08-20 00:00:00,59463.28125,59493.012890624996,2024-08-20 00:00:00,60777.856083624996,60747.46715558319,target,1,642.4215965000003,58529.380495875,60777.856083624996,0.04238125795291914,2521.3887257139213,10085.554902855685,55.713335122276725,5.095942801221176,2.5479853289439873,7.643928130165163,48.06940699211156,0.0047661638308568325,0.00552407236477407,10133.624309847797,Ranging,10.788505601944824,1.959101588246169
